item_id,app_name,genres
659780,Darkness and a Crowd,Action
659780,Darkness and a Crowd,Adventure
659780,Darkness and a Crowd,Indie
659780,Darkness and a Crowd,RPG
659780,Darkness and a Crowd,Strategy
603280,TAROTICA VOO DOO,Action
603280,TAROTICA VOO DOO,Adventure
603280,TAROTICA VOO DOO,Indie
603280,TAROTICA VOO DOO,RPG
753110,Chronicles of Vinland,Casual
753110,Chronicles of Vinland,Strategy
753110,Chronicles of Vinland,Early Access
753100,Orbitality,Action
753100,Orbitality,Indie
764280,Atomic Adam: Episode 1,Action
764280,Atomic Adam: Episode 1,Adventure
764280,Atomic Adam: Episode 1,Casual
758550,Mirt. Tales of the Cold Land. Chapter 2,Adventure
758550,Mirt. Tales of the Cold Land. Chapter 2,Casual
758550,Mirt. Tales of the Cold Land. Chapter 2,Free to Play
758550,Mirt. Tales of the Cold Land. Chapter 2,Indie
3800,Advent Rising,Action
1520,DEFCON,Indie
1520,DEFCON,Strategy
2420,The Ship: Single Player,Action
2420,The Ship: Single Player,Indie
2420,The Ship: Single Player,RPG
4000,Garry's Mod,Indie
4000,Garry's Mod,Simulation
4230,RACE - The WTCC Game,Racing
4900,Zen of Sudoku,Casual
4900,Zen of Sudoku,Indie
2520,Gumboy - Crazy Adventures™,Casual
2520,Gumboy - Crazy Adventures™,Indie
6200,Ghost Master®,Strategy
6210,Vegas: Make It Big™,Strategy
6300,Dreamfall: The Longest Journey,Adventure
6300,Dreamfall: The Longest Journey,RPG
2990,FlatOut 2™,Racing
6220,FlatOut,Racing
6510,Lost Planet™: Extreme Condition,Action
6510,Lost Planet™: Extreme Condition,Adventure
3980,CivCity: Rome,Strategy
1700,Arx Fatalis,RPG
6310,The Longest Journey,Action
6310,The Longest Journey,Adventure
6310,The Longest Journey,RPG
3990,Civilization IV®: Warlords,Strategy
7610,Railroad Tycoon 3,Strategy
7600,Sid Meier's Railroads!,Strategy
7620,Railroad Tycoon II Platinum,Strategy
2540,RIP - Trilogy™,Casual
2540,RIP - Trilogy™,Indie
7650,X-COM: Terror From the Deep,Strategy
8000,Tomb Raider: Anniversary,Action
8000,Tomb Raider: Anniversary,Adventure
6550,Devil May Cry® 3 Special Edition,Action
8200,Sam & Max 101: Culture Shock,Action
8200,Sam & Max 101: Culture Shock,Adventure
2290,Final DOOM,Action
2570,Vigil: Blood Bitterness™,Indie
2570,Vigil: Blood Bitterness™,RPG
8210,Sam & Max 102: Situation: Comedy,Action
8210,Sam & Max 102: Situation: Comedy,Adventure
2280,Ultimate Doom,Action
9160,Master Levels for Doom II,Action
2300,DOOM II,Action
2270,Wolfenstein 3D,Action
9010,Return to Castle Wolfenstein,Action
9040,QUAKE Mission Pack 1: Scourge of Armagon,Action
9000,Spear of Destiny,Action
3810,BloodRayne,Action
9030,QUAKE Mission Pack 2: Dissolution of Eternity,Action
2310,QUAKE,Action
3230,Genesis Rising,Strategy
9310,"Warhammer® 40,000: Dawn of War® – Winter Assault",Strategy
7670,BioShock™,Action
7670,BioShock™,RPG
4570,"Warhammer® 40,000: Dawn of War® - Game of the Year Edition",Strategy
4580,"Warhammer® 40,000: Dawn of War® - Dark Crusade",Strategy
4760,Rome: Total War™ - Collection,Strategy
4770,Rome: Total War™ - Alexander,Strategy
50970,Mystery Case Files: Madame Fate®,Casual
12170,Grand Theft Auto,Action
12180,Grand Theft Auto 2,Action
12130,Manhunt,Action
12160,Midnight Club 2,Racing
12150,Max Payne 2: The Fall of Max Payne,Action
7000,Tomb Raider: Legend,Action
7000,Tomb Raider: Legend,Adventure
12140,Max Payne,Action
17480,Command & Conquer: Red Alert 3,Strategy
12500,PuzzleQuest: Challenge of the Warlords,Casual
12310,Culpa Innata,RPG
12310,Culpa Innata,Casual
12310,Culpa Innata,Adventure
12510,Prison Tycoon 3™: Lockdown,Strategy
12530,Hunting Unlimited™ 2008,Action
12530,Hunting Unlimited™ 2008,Adventure
12530,Hunting Unlimited™ 2008,Strategy
12520,18 Wheels of Steel: American Long Haul,Racing
8100,Conflict: Denied Ops,Action
2780,ARMA: Combat Operations,Action
9730,Tycoon City: New York,Simulation
9710,Desperados 2: Cooper's Revenge,Action
9800,Death to Spies,Action
9800,Death to Spies,Adventure
9760,Act of War: High Treason,Action
2700,RollerCoaster Tycoon® 3: Platinum,Simulation
2700,RollerCoaster Tycoon® 3: Platinum,Strategy
2710,Act of War: Direct Action,Action
13200,Unreal 2: The Awakening,Action
13250,Unreal Gold,Action
13000,Ninja Reflex: Steamworks Edition,Casual
13000,Ninja Reflex: Steamworks Edition,Indie
13560,Tom Clancy's Splinter Cell®,Action
13520,Far Cry®,Action
13240,Unreal Tournament: Game of the Year Edition,Action
13540,Tom Clancy's Rainbow Six® Vegas,Action
15210,Silent Hunter® III,Simulation
16180,Virtual Villagers - The Secret City,Casual
16180,Virtual Villagers - The Secret City,Simulation
3520,Mystery P.I.™ - The Vegas Heist,Casual
15970,Luxor,Casual
15950,Reaxxion,Casual
15960,Little Farm,Casual
15900,7 Wonders II,Casual
15910,Luxor Amun Rising,Casual
15930,Luxor 3,Casual
15160,Petz® Horsez® 2,Simulation
15920,Luxor 2,Casual
15080,Rayman Raving Rabbids™,Action
15080,Rayman Raving Rabbids™,Adventure
15200,Silent Hunter®: Wolves of the Pacific,Simulation
15320,IL-2 Sturmovik: 1946,Simulation
15240,Silent Hunter®: Wolves of the Pacific U-Boat Missions,Simulation
8310,Bone: Out From Boneville,Adventure
12600,Midnight Outlaw: 6 Hours to SunUp,Racing
8320,Bone: The Great Cow Race,Adventure
12590,Sprint Cars Road to Knoxville,Racing
12560,Ride! Carnival Tycoon,Simulation
12540,Mahjongg Investigations: Under Suspicion,Casual
11050,Dracula Origin,Adventure
10520,Beijing 2008™ - The Official Video Game of the Olympic Games,Sports
11040,Sherlock Holmes - Nemesis,Adventure
11040,Sherlock Holmes - Nemesis,RPG
19500,Eternity's Child,Adventure
19500,Eternity's Child,Indie
11260,Pacific Storm Allies,Simulation
11260,Pacific Storm Allies,Strategy
19200,Tank Universal,Action
19200,Tank Universal,Indie
12360,FlatOut: Ultimate Carnage,Racing
15710,Oddworld: Abe's Exoddus®,Adventure
15700,Oddworld: Abe's Oddysee®,Adventure
8660,GTR Evolution Expansion Pack for RACE 07,Racing
7770,X-COM: Enforcer,Strategy
7660,X-COM: Apocalypse,Strategy
7760,X-COM: UFO Defense,Strategy
20510,S.T.A.L.K.E.R.: Clear Sky,Action
20510,S.T.A.L.K.E.R.: Clear Sky,RPG
17330,Crysis Warhead®,Action
17300,Crysis,Action
7730,X-COM: Interceptor,Strategy
20900,The Witcher: Enhanced Edition Director's Cut,Action
20900,The Witcher: Enhanced Edition Director's Cut,RPG
1530,Multiwinia,Indie
8690,STCC - The Game 1 - Expansion Pack for RACE 07,Racing
17120,Children of the Nile: Alexandria,Strategy
17120,Children of the Nile: Alexandria,Simulation
16810,Sid Meier's Civilization IV: Colonization,Strategy
19830,Tom Clancy's Rainbow Six® 3 Gold,Action
21000,LEGO Batman,Action
21000,LEGO Batman,Adventure
4460,City Life 2008,Simulation
4460,City Life 2008,Strategy
17140,Hinterland,RPG
17140,Hinterland,Strategy
15390,Brothers in Arms: Hell's Highway™,Action
21300,Gravitron 2,Indie
21300,Gravitron 2,Casual
3050,Xpand Rally Xtreme,Racing
15380,Heroes of Might & Magic V: Hammers of Fate,Strategy
19800,Brothers in Arms: Earned in Blood™,Action
15370,Heroes of Might & Magic V: Tribes of the East,Strategy
19930,The Settlers®: Rise Of An Empire Gold Edition,Strategy
15350,Brain Spa,Casual
19810,The Sum of All Fears,Action
3540,Peggle™ Nights,Casual
22000,World of Goo,Indie
2820,X3: Terran Conflict,Action
2820,X3: Terran Conflict,Simulation
2820,X3: Terran Conflict,Strategy
1230,Mare Nostrum,Action
18300,Spectraball,Casual
18300,Spectraball,Indie
20200,Galactic Bowling,Indie
20200,Galactic Bowling,Casual
20200,Galactic Bowling,Sports
12200,Bully: Scholarship Edition,Action
12200,Bully: Scholarship Edition,Adventure
19900,Far Cry® 2: Fortune's Edition,Action
11240,Space Trader: Merchant Marine,Action
11240,Space Trader: Merchant Marine,Indie
11240,Space Trader: Merchant Marine,Strategy
256522,PRR Wagon Pack 01,Simulation
275144,"Class 421 London South East ""Jaffa Cake""",Simulation
256521,ATSF Wagon Pack 01,Simulation
222569,GP20 Union Pacific Add-on Livery,Simulation
256535,UK Van Wagon Pack,Simulation
256611,CSX SD70MAC Add-on Livery,Simulation
256576,CSX ES44AC Add-on Livery,Simulation
9480,Saints Row 2,Action
17470,Dead Space,Action
12770,Rise of the Argonauts,RPG
17410,Mirror's Edge™,Action
17410,Mirror's Edge™,Adventure
18500,Defense Grid: The Awakening,Indie
18500,Defense Grid: The Awakening,Strategy
16450,F.E.A.R. 2: Project Origin,Action
15400,Harvest: Massive Encounter,Strategy
15400,Harvest: Massive Encounter,Indie
18600,Mayhem Intergalactic,Indie
18600,Mayhem Intergalactic,Strategy
11340,Larva Mortus,Action
11340,Larva Mortus,Indie
25830,Knights of Honor,Strategy
23460,Ceville,Action
23460,Ceville,Adventure
23460,Ceville,Strategy
10600,Empire: Total War™ - Special Forces Units & Bonus Content,Strategy
21010,Watchmen: The End is Nigh,Action
22180,Penumbra Overture,Action
22180,Penumbra Overture,Adventure
22180,Penumbra Overture,Indie
13210,Unreal Tournament 3 Black,Action
12640,Drakensang,RPG
21600,Age of Booty™,Casual
21600,Age of Booty™,Strategy
27020,The Graveyard,Indie
27020,The Graveyard,Simulation
24740,Burnout Paradise: The Ultimate Box,Racing
90047,Zombie Master,Action
26000,The Maw,Action
26000,The Maw,Indie
26006,The Maw: River Redirect,Action
26006,The Maw: River Redirect,Indie
26005,The Maw: Brute Force,Action
26005,The Maw: Brute Force,Indie
11330,Obulis,Casual
11330,Obulis,Indie
27800,Space Giraffe,Indie
9850,Codename: Panzers - Cold War,Simulation
9850,Codename: Panzers - Cold War,Strategy
3600,Escape Rosecliff Island,Casual
29580,Guild Wars Nightfall,RPG
29580,Guild Wars Nightfall,Massively Multiplayer
29540,Guild Wars,RPG
29540,Guild Wars,Massively Multiplayer
29560,Guild Wars Factions,RPG
29560,Guild Wars Factions,Massively Multiplayer
29570,Guild Wars Trilogy,Massively Multiplayer
29570,Guild Wars Trilogy,RPG
23700,Puzzle Kingdoms,Casual
16060,Samantha Swift and the Golden Touch,Casual
1930,Two Worlds Epic Edition,RPG
18470,Helldorado,Strategy
7510,X-Blades,Action
7510,X-Blades,Adventure
7510,X-Blades,RPG
22200,Zeno Clash,Action
22200,Zeno Clash,Indie
26007,The Maw: Speeder Lane,Indie
25900,King's Bounty: The Legend,RPG
25900,King's Bounty: The Legend,Strategy
16200,Virtual Families,Casual
16200,Virtual Families,Simulation
7840,Death Track®: Resurrection,Racing
8890,Freedom Force vs. the Third Reich,RPG
8890,Freedom Force vs. the Third Reich,Strategy
8880,Freedom Force,RPG
8880,Freedom Force,Strategy
34500,Light of Altair,Indie
34500,Light of Altair,Simulation
34500,Light of Altair,Strategy
1280,Darkest Hour: Europe '44-'45,Action
1280,Darkest Hour: Europe '44-'45,Simulation
10150,Prototype™,Action
10150,Prototype™,Adventure
29160,Blueberry Garden,Adventure
29160,Blueberry Garden,Indie
12470,Port Royale 2,Strategy
22330,The Elder Scrolls IV: Oblivion® Game of the Year Edition,RPG
22320,The Elder Scrolls III: Morrowind® Game of the Year Edition,RPG
12440,Ankh 2: Heart of Osiris,Adventure
32710,Armored Fist 3,Simulation
32740,MiG-29 Fulcrum,Simulation
12460,BC Kings,Strategy
21980,Call of Juarez®: Bound in Blood,Action
31860,Nancy Drew®: Legend of the Crystal Skull,Adventure
31900,Nancy Drew®: The Creature of Kapu Cave,Adventure
31920,Nancy Drew®: The Phantom of Venice,Adventure
31930,Nancy Drew®: The White Wolf of Icicle Creek,Adventure
35800,BRAINPIPE: A Plunge to Unhumanity,Casual
35800,BRAINPIPE: A Plunge to Unhumanity,Indie
12690,Hunting Unlimited 2010,Simulation
12690,Hunting Unlimited 2010,Sports
31170,Tales of Monkey Island Complete Pack,Adventure
21660,Street Fighter® IV,Action
6080,Thrillville®: Off the Rails™,Action
6080,Thrillville®: Off the Rails™,Adventure
6080,Thrillville®: Off the Rails™,Racing
6080,Thrillville®: Off the Rails™,Simulation
6080,Thrillville®: Off the Rails™,Strategy
6010,Indiana Jones® and the Fate of Atlantis™,Adventure
6090,Armed and Dangerous®,Action
6060,"Star Wars: Battlefront 2 (Classic, 2005)",Action
32310,Indiana Jones® and the Last Crusade™,Adventure
32330,LEGO® Indiana Jones™: The Original Adventures,Action
32330,LEGO® Indiana Jones™: The Original Adventures,Adventure
32360,The Secret of Monkey Island: Special Edition,Adventure
35300,Warfare,Strategy
35310,Clutch,Action
35310,Clutch,Racing
31980,Nancy Drew®: Ransom of the Seven Ships,Adventure
31990,Nancy Drew®: Ransom of the Seven Ships Demo,Adventure
10140,3D Ultra™ Minigolf Adventures,Sports
10100,King's Quest™ Collection,Adventure
10130,TimeShift™,Action
10110,Space Quest™ Collection,Adventure
1256,Killing Floor Outbreak Character Pack,Action
10120,Aces of the Galaxy™,Action
10120,Aces of the Galaxy™,Casual
33520,Tropico Reloaded,Simulation
33520,Tropico Reloaded,Strategy
3610,Mystery P.I. - Lost in Los Angeles,Casual
21680,Bionic Commando: Rearmed,Action
21670,Bionic Commando,Action
21670,Bionic Commando,Adventure
21030,Watchmen: The End is Nigh Part 2,Action
36000,Foreign Legion: Buckets of Blood,Action
36000,Foreign Legion: Buckets of Blood,Indie
32370,STAR WARS™ - Knights of the Old Republic™,Adventure
32370,STAR WARS™ - Knights of the Old Republic™,RPG
29180,Osmos,Indie
29180,Osmos,Casual
38410,Fallout 2: A Post Nuclear Role Playing Game,RPG
38420,Fallout Tactics: Brotherhood of Steel,Strategy
38430,Kingpin — Life of Crime,Action
35050,Mini Ninjas Demo,Action
35050,Mini Ninjas Demo,Adventure
31180,Tales of Monkey Island Complete Pack: Chapter 2 - The Siege of Spinner Cay,Adventure
37960,Jewel Quest Pack,Casual
38000,Mahjong Quest Collection,Casual
37400,"Time Gentlemen, Please! and Ben There, Dan That! Special Edition  Double Pack",Adventure
37400,"Time Gentlemen, Please! and Ben There, Dan That! Special Edition  Double Pack",Indie
13570,Tom Clancy's Splinter Cell Chaos Theory®,Action
11390,Crash Time 2,Action
11390,Crash Time 2,Racing
34420,XIII Century – Gold Edition,Strategy
43100,World of Zoo,Simulation
33730,18 Wheels of Steel: Extreme Trucker,Simulation
35000,Mini Ninjas,Action
35000,Mini Ninjas,Adventure
39392,Freeze Tag Fun Pack #2,Casual
39391,Freeze Tag Fun Pack #1,Casual
37600,Windosill,Adventure
37600,Windosill,Casual
37600,Windosill,Indie
24029,Train Simulator: Colton & Northern Route Add-On,Simulation
32140,Midnight Mysteries,Adventure
32140,Midnight Mysteries,Casual
31190,Tales of Monkey Island Complete Pack: Chapter 3 - Lair of the Leviathan,Adventure
32770,Joint Operations: Combined Arms Gold,Action
208306,Train Simulator: US Loco & Asset Pack,Simulation
37300,DinerTown Tycoon,Simulation
208300,Train Simulator: European Loco & Asset Pack,Simulation
40300,Risen,RPG
35070,Flora's Fruit Farm,Casual
10606,Empire: Total War™ - The Warpath Campaign,Strategy
40700,Machinarium,Adventure
40700,Machinarium,Indie
24840,Medal of Honor: Airborne,Action
24870,Need for Speed: Shift,Racing
41500,Torchlight,RPG
24800,Command & Conquer: Red Alert 3 - Uprising,Strategy
901735,The Stronghold Collection,Strategy
42800,East India Company: Privateer,Strategy
39560,Painkiller: Resurrection,Action
39550,SpellForce 2 - Anniversary Edition,RPG
39550,SpellForce 2 - Anniversary Edition,Strategy
40330,Secret Files: Tunguska,Adventure
40320,Rush for Berlin Gold,Strategy
31200,Tales of Monkey Island Complete Pack: Chapter 4 - The Trial and Execution of Guybrush Threepwood,Adventure
3130,Men of War: Red Tide,Strategy
41100,Hammerfight,Action
41100,Hammerfight,Indie
39540,SpellForce - Platinum Edition,Action
39540,SpellForce - Platinum Edition,RPG
34640,Massive Assault: Phantom Renaissance,Strategy
34630,Massive Assault,Strategy
41000,Serious Sam HD: The First Encounter,Action
41000,Serious Sam HD: The First Encounter,Indie
40340,Secret Files 2: Puritas Cordis,Adventure
17450,Dragon Age: Origins,RPG
37100,Aztaka,Action
37100,Aztaka,RPG
37100,Aztaka,Indie
37500,Magnetis,Indie
37500,Magnetis,Casual
42810,For The Glory: A Europa Universalis Game,Strategy
10180,Call of Duty®: Modern Warfare® 2,Action
32440,LEGO® Star Wars™ - The Complete Saga,Adventure
11450,Overlord™,RPG
12710,Overlord™: Raising Hell,RPG
24790,Command & Conquer 3: Tiberium Wars,Strategy
29120,Yumsters 2: Around the World,Indie
29120,Yumsters 2: Around the World,Casual
24810,Command & Conquer 3: Kane's Wrath,Strategy
41800,Gratuitous Space Battles,Indie
41800,Gratuitous Space Battles,Simulation
41800,Gratuitous Space Battles,Strategy
45300,Wings of Prey,Simulation
41900,The Bard's Tale,Action
41900,The Bard's Tale,Adventure
41900,The Bard's Tale,RPG
35420,Defence Alliance 2,Action
32430,STAR WARS™ - The Force Unleashed™ Ultimate Sith Edition,Action
22370,Fallout 3: Game of the Year Edition,RPG
41802,Gratuitous Space Battles: The Tribe,Strategy
41802,Gratuitous Space Battles: The Tribe,Indie
41802,Gratuitous Space Battles: The Tribe,Simulation
38080,Build-A-Lot,Simulation
38090,Build-A-Lot 2: Town of the Year,Simulation
38100,Build-A-Lot 3: Passport to Europe,Simulation
38070,Coconut Queen,Casual
38070,Coconut Queen,Simulation
38210,Roogoo,Casual
45700,Devil May Cry 4,Action
45700,Devil May Cry 4,Adventure
46410,Avencast: Rise of the Mage,Action
46410,Avencast: Rise of the Mage,Indie
46410,Avencast: Rise of the Mage,RPG
38110,Build-A-Lot 4: Power Source,Simulation
17570,"Pirates, Vikings, and Knights II",Action
17570,"Pirates, Vikings, and Knights II",Free to Play
17570,"Pirates, Vikings, and Knights II",Indie
38130,Farm Frenzy 2,Casual
38160,Farm Frenzy 3: American Pie,Casual
38150,Farm Frenzy 3,Casual
38120,Farm Frenzy,Casual
38140,Farm Frenzy: Pizza Party,Casual
36300,Cake Mania Main Street™,Casual
36310,Westward® IV: All Aboard,Strategy
36310,Westward® IV: All Aboard,Casual
36320,Iron Roses,Adventure
36320,Iron Roses,Casual
37030,UFO: Extraterrestrials Gold,Strategy
32450,LEGO® Indiana Jones™ 2: The Adventure Continues,Adventure
34180,Vancouver 2010™ - The Official Video Game of the Olympic Winter Games,Sports
44100,Super Laser  Racer,Action
44100,Super Laser  Racer,Indie
44100,Super Laser  Racer,Racing
25960,Hearts of Iron III: Soviet Infantry Pack DLC,Strategy
46250,NecroVisioN: Lost Company,Action
38180,Cradle of Persia,Casual
10695,Aliens vs. Predator Swarm Map Pack,Action
41050,Serious Sam Classic: The First Encounter,Action
41050,Serious Sam Classic: The First Encounter,Indie
24055,Train Simulator: Fort Kent to Eagle Lake Route Add-On,Simulation
48700,Mount & Blade: Warband,Action
48700,Mount & Blade: Warband,RPG
39900,Coniclysm,Action
49900,Plain Sight,Action
49900,Plain Sight,Indie
42120,Lead and Gold: Gangs of the Wild West,Action
12220,Grand Theft Auto: Episodes from Liberty City,Action
45730,Dark Void™ Zero,Action
45730,Dark Void™ Zero,Adventure
45400,Fortix,Indie
49600,Beat Hazard,Action
49600,Beat Hazard,Casual
49600,Beat Hazard,Indie
901399,Sam & Max: The Devil’s Playhouse,Adventure
43500,M.U.D. TV,Simulation
43500,M.U.D. TV,Strategy
45302,Wings of Luftwaffe Add-on,Simulation
40930,The Misadventures of P.B. Winterbottom,Adventure
40930,The Misadventures of P.B. Winterbottom,Indie
39640,AquaNox 2: Revelation,Action
39630,AquaNox,Action
23150,Fluttabyes,Casual
23150,Fluttabyes,Indie
50940,Hidden Expedition: Titanic,Casual
50920,Hidden Expedition: Amazon,Casual
50920,Hidden Expedition: Amazon,Indie
34178,Napoleon: Total War™ - Coalition Battle Pack,Strategy
37340,Fitness Dash™,Casual
37390,Gemini Lost™,Casual
37310,DinerTown Detective Agency™,Casual
37360,Mahjong Roadshow™,Casual
49000,Hotel Dash™ Suite Success™,Casual
37330,Nightshift Legacy: The Jaguar's Eye™,Casual
37320,The Nightshift Code™,Casual
37370,TriJinx: A Kristine Kross Mystery™,Casual
37380,Valerie Porter and the Scarlet Scandal™,Casual
19080,Biozone,Action
19080,Biozone,Adventure
19080,Biozone,Casual
31700,Iron Grip: Warlord,Action
31700,Iron Grip: Warlord,Indie
19030,Rocket Knight,Action
19030,Rocket Knight,Adventure
50820,Max and the Magic Marker,Indie
49800,Flight of the Icarus,Action
49800,Flight of the Icarus,Indie
33650,Puzzler World,Casual
901478,Prince of Persia: The Forgotten Sands™ Digital Deluxe Edition,Action
901478,Prince of Persia: The Forgotten Sands™ Digital Deluxe Edition,Adventure
33660,Ziro,Casual
33660,Ziro,Indie
34281,Altered Beast™,Action
34272,Comix Zone™,Action
34270,SEGA Mega Drive and Genesis Classics,Action
34270,SEGA Mega Drive and Genesis Classics,Adventure
34270,SEGA Mega Drive and Genesis Classics,Casual
34270,SEGA Mega Drive and Genesis Classics,RPG
34276,Golden Axe™,Action
34274,Ecco the Dolphin™,Action
34275,Gain Ground™,Strategy
34277,Shinobi™ III: Return of the Ninja Master,Action
34273,Crack Down™,Action
34280,VectorMan™,Action
34282,Shadow Dancer™,Action
34279,Space Harrier™ II,Action
34010,Alpha Protocol™,Action
34010,Alpha Protocol™,RPG
22610,Alien Breed: Impact,Action
22440,Fallout 3 - Point Lookout,RPG
18508,Defense Grid: Resurgence Map Pack 1,Strategy
18508,Defense Grid: Resurgence Map Pack 1,Indie
22430,Fallout 3 - Mothership Zeta,RPG
22410,Fallout 3 - Broken Steel,RPG
22420,Fallout 3 - The Pitt,RPG
630,Alien Swarm,Action
22400,Fallout 3 - Operation Anchorage,RPG
24780,SimCity™ 4 Deluxe Edition,Simulation
24780,SimCity™ 4 Deluxe Edition,Strategy
33670,Disciples III - Renaissance Steam Special Edition,Strategy
33670,Disciples III - Renaissance Steam Special Edition,RPG
40420,Tidalis,Casual
40420,Tidalis,Indie
34920,Razor2: Hidden Skies,Action
34920,Razor2: Hidden Skies,Casual
34920,Razor2: Hidden Skies,Indie
48136,The Settlers 7: Uncharted Land Map Pack,Strategy
46720,Dimensity,RPG
28000,Kane & Lynch 2: Dog Days,Action
39680,The Guild II Renaissance,Simulation
39680,The Guild II Renaissance,Strategy
25962,Hearts of Iron III DLC: German II Spritepack,Strategy
24634,Trainz Simulator DLC: Blue Comet,Simulation
63900,Fantasy Wars,Strategy
50130,Mafia II,Action
24075,Train Simulator: Network Southeast Class 47 Loco Add-On,Simulation
47540,Puzzle Quest 2,RPG
47540,Puzzle Quest 2,Casual
